Friedrich-Ebert-Straße 84,,Wohnhaus,2006,Elberfeld-Mitte,,77092701275♠27. Jan. 1992
Friedrich-Ebert-Straße 85,,Wohnhaus,3601,Elberfeld-Mitte,,77199959100♠28. Nov. 1994
Friedrich-Ebert-Straße 87 a,,Wohn- und Geschäftshaus,3884,Elberfeld-Mitte,,77255495025♠17. Apr. 1996
Friedrich-Ebert-Straße 89 a,,Wohnhaus,922,Elberfeld-Mitte,,76890930050♠02. Dez. 1986
Friedrich-Ebert-Straße 91,,Wohn- und Geschäftshaus,319,Elberfeld-Mitte,eine D-Nummer mit Aue 106,76824789275♠27. Feb. 1985
Heinrich-Kamp-Platz 2,,Verwaltungsgebäude(Industrie- und Handelskammer),910,Elberfeld-Mitte,eine bauliche Einheit mit Alexanderstraße 18,76888883500♠12. Nov. 1986
Herzogstraße 27,,Geschäftshaus,3523,Elberfeld-Mitte,eine bauliche Einheit mit Bankstraße 3,77191586850♠02. Sep. 1994
Herzogstraße 31,,Wohn- und Geschäftshaus(Glanzstoff-Gebäude),4189,Elberfeld-Mitte,"eine D-Nummer mit Herzogstraße 33, Kasinostraße 19,23, Mäuerchen 16",77458103475♠19. Juli 2001
Herzogstraße 33,,"Kasino(Glanzstoff-Gebäude, Kasino)",4189,Elberfeld-Mitte,"eine D-Nummer mit Herzogstraße 31, Kasinostraße 19,23, Mäuerchen 16",77458103475♠19. Juli 2001
Herzogstraße 44,,Wohn- und Geschäftshaus,4036,Elberfeld-Mitte,eine bauliche Einheit mit Neumarktstraße 45,77286565375♠31. Jan. 1997
Hofaue 21,,Fabrikgebäude,1767,Elberfeld-Mitte,,77027769825♠01. Juni 1990
Hofaue 25,,Fabrikgebäude,3321,Elberfeld-Mitte,eine D-Nummer mit Bundesallee 233 und Bembergstraße 17,77174191175♠07. Mär. 1994
Hofaue 35,,Kontor- und Fabrikgebäude,2435,Elberfeld-Mitte,eine bauliche Einheit mit Hofaue 39,77115585425♠17. Sep. 1992
Hofaue 39,,Kontor- und Fabrikgebäude,2435,Elberfeld-Mitte,eine bauliche Einheit mit Hofaue 35,77115585425♠17. Sep. 1992
Hofaue 49,,Geschäftshaus,1196,Elberfeld-Mitte,eine bauliche Einheit mit Hofaue 47,76928047025♠17. Nov. 1987
Hofaue 51,,Kaufhaus,79,Elberfeld-Mitte,"eine bauliche Einheit mit Hofaue 53, siehe Kolkmannhaus",76801253950♠30. Juli 1984
Hofaue 53,,Kaufhaus,79,Elberfeld-Mitte,eine bauliche Einheit mit Hofaue 51,76801253950♠30. Juli 1984
Hofaue 54,,Geschäftshaus,186,Elberfeld-Mitte,"eine bauliche Einheit mit Wesendonkstraße 12, siehe Textilfabrik Uhlhorn & Klussmann",76811579725♠13. Nov. 1984
Hofaue 67,,Fabrikgebäude,358,Elberfeld-Mitte,eine bauliche Einheit mit Wesendonkstraße 14,76825998600♠08. Mär. 1985
Islandufer 15,,Stadtsparkasse(Stadtsparkasse Wuppertal (Islandufer)),4240,Elberfeld-Mitte,,78013183650♠02. Dez. 2015
Johannisberg 40,,Stadthalle(Stadthalle Wuppertal),58,Elberfeld-Mitte,ehemals Bahnhofstraße 40,76800137650♠18. Juli 1984
Johannisberg 40,,Pavillon(Pavillon Stadthallengarten),478,Elberfeld-Mitte,ehemals Bahnhofstraße 40,76833347575♠23. Mai 1985
Kasinostraße 12,,Verwaltungsgebäude(Finanzamt),4162,Elberfeld-Mitte,,77446196275♠19. Mär. 2001
Kasinostraße 19,,Verwaltungsgebäude(Glanzstoff-Hochhaus),4189,Elberfeld-Mitte,"eine D-Nummer mit Kasinostraße 23, Herzogstraße 31,33, Mäuerchen 16",77458103475♠19. Juli 2001
Kasinostraße 23,,"Verwaltungsgebäude(Glanzstoff-Gebäude, Verbindungsbau)",4189,Elberfeld-Mitte,"eine D-Nummer mit Kasinostraße 19, Herzogstraße 31,33, Mäuerchen 16",77458103475♠19. Juli 2001
Kasinostraße 28,,Parkhaus(Glanzstoff-Parkhaus),4169,Elberfeld-Mitte,,77447219550♠30. Mär. 2001
Kipdorf 25,,Postgebäude,3292,Elberfeld-Mitte,"eine bauliche Einheit mit Platz am Kolk 1, Morianstraße 5",77172609750♠22. Feb. 1994
Kipdorf 29,,Lichtspieltheater(Forum Maximum im Rex),4120,Elberfeld-Mitte,,77388892875♠11. Okt. 1999
Kirchstraße 3,,Kirche(Alte reformierte Kirche),1306,Elberfeld-Mitte,,76941721700♠04. Mär. 1988
Schwebebahnhof Kluse,,Schwebebahn-Station(Schwebebahn-Station Kluse),4035,Elberfeld-Mitte,Teil des Denkmals Gesamtanlage Schwebebahn mit der D-Nummer 4035,77298007450♠26. Mai 1997
Kolpingstraße 8,,Bibliothek(Stadtbibliothek Wuppertal),3405,Elberfeld-Mitte,,77180702925♠13. Mai 1994
Küpperstraße,,Treppe(auch unter der Bezeichnung Treppe Johannisberg geläufig),4103,Elberfeld-Mitte,,77354380600♠24. Nov. 1998
Laurentiusstraße 12,1901,Wohn- und Geschäftshaus,1345,Elberfeld-Mitte,,76946372950♠22. Apr. 1988
Laurentiusstraße 18,1888,Wohnhaus,643,Elberfeld-Mitte,eine D-Nummer mit Laurentiusstraße 20,76850371150♠14. Nov. 1985
Laurentiusstraße 20,1888,Wohnhaus,643,Elberfeld-Mitte,eine D-Nummer mit Laurentiusstraße 18,76850371150♠14. Nov. 1985
Laurentiusstraße 22,1846,Wohnhaus,1053,Elberfeld-Mitte,Wohnhaus von Prof. Dr. J. C. Fuhlrott,76910372275♠19. Mai 1987
Laurentiusstraße 35,1886–1895,Wohn- und Geschäftshaus,3532,Elberfeld-Mitte,eine D-Nummer mit Aue 8,77193168275♠19. Sep. 1994
Luisenstraße 59,1849–1870,Wohnhaus,3427,Elberfeld-Mitte,eine bauliche Einheit mit Osterfelder Straße 1,77183679725♠13. Juni 1994
Luisenstraße 61,,Wohnhaus,704,Elberfeld-Mitte,,76860789950♠30. Jan. 1986
Luisenstraße 63,,Wohnhaus,1006,Elberfeld-Mitte,,76904139600♠16. Mär. 1987
Luisenstraße 65,1820–1870,Wohnhaus,1821,Elberfeld-Mitte,,77038839800♠24. Sep. 1990
Luisenstraße 69,,Wohn- und Geschäftshaus,10,Elberfeld-Mitte,"eine bauliche Einheit mit Luisenstraße 67, aber eine D-Nummer mit Obergrünewalder Straße 1",76789253725♠29. Mär. 1984
Luisenstraße 71,1870,Wohnhaus,2761,Elberfeld-Mitte,,77133260175♠15. Feb. 1993
Luisenstraße 71 a,,Wohn- und Geschäftshaus,676,Elberfeld-Mitte,,76853534000♠16. Dez. 1985
Luisenstraße 73,1870,Wohn- und Geschäftshaus,2762,Elberfeld-Mitte,,77133260175♠15. Feb. 1993
Luisenstraße 75,1820–1870,Wohnhaus,1844,Elberfeld-Mitte,,77045165500♠28. Nov. 1990
Luisenstraße 77,1870,Wohn- und Geschäftshaus,2920,Elberfeld-Mitte,,77141260325♠05. Mai 1993
Luisenstraße 79,1895,Wohnhaus,1007,Elberfeld-Mitte,,76904139600♠16. Mär. 1987
Luisenstraße 81,1920,Wohn- und Geschäftshaus,3237,Elberfeld-Mitte,eine D-Nummer mit Untergrünewalder Straße 3,77163214225♠17. Dez. 1993
Luisenstraße 85,,Wohnhaus,1113,Elberfeld-Mitte,eine D-Nummer mit Luisenstraße 87,76920418975♠31. Aug. 1987
Luisenstraße 87,,Wohnhaus,1113,Elberfeld-Mitte,eine D-Nummer mit Luisenstraße 85,76920418975♠31. Aug. 1987
Luisenstraße 91,1849–1870,Wohnhaus,2119,Elberfeld-Mitte,eine D-Nummer mit Sophienstraße 1,77158190875♠27. Okt. 1993
Mäuerchen 16,,"Produktionsgebäude(Glanzstoff-Gebäude, Textiltechnisches Institut)",4189,Elberfeld-Mitte,"eine D-Nummer mit Herzogstraße 31, 33, Kasinostraße 19, 23",77458103475♠19. Juli 2001
Morianstraße 5,,Postgebäude(Postamt),3292,Elberfeld-Mitte,"eine bauliche Einheit mit Platz am Kolk 1, Kipdorf 25",77172609750♠22. Feb. 1994
Neumarkt,,Brunnen(Jubiläumsbrunnen),4135,Elberfeld-Mitte,,77408521150♠30. Mär. 2000
Neumarkt 10,,Verwaltungsgebäude(Ehemaliges Rathaus Elberfeld),209,Elberfeld-Mitte,,76813812325♠05. Dez. 1984
Neumarkt 26,,Kaufhaus(Kaufhaus Tietz),3543,Elberfeld-Mitte,,77193447350♠22. Sep. 1994
Neumarktstraße 6,,Wohn- und Geschäftshaus,2419,Elberfeld-Mitte,,77114748200♠08. Sep. 1992
Neumarktstraße 8,,Wohn- und Geschäftshaus,2296,Elberfeld-Mitte,,77107864350♠30. Juni 1992
Neumarktstraße 36,,Geschäftshaus,2467,Elberfeld-Mitte,,77116329625♠25. Sep. 1992
Neumarktstraße 38,,Wohn- und Geschäftshaus,1083,Elberfeld-Mitte,,76915116550♠06. Juli 1987
Obergrünewalder Straße 1,,Wohn- und Geschäftshaus,10,Elberfeld-Mitte,eine Denkmalnummer mit Luisenstraße 69,76789253725♠29. Mär. 1984
Obergrünewalder Straße 2,,Wohn- und Geschäftshaus,675,Elberfeld-Mitte,,76853534000♠16. Dez. 1985
Obergrünewalder Straße 3,,Wohn- und Geschäftshaus,2303,Elberfeld-Mitte,,77108887625♠09. Juli 1992
Obergrünewalder Straße 4,,Wohnhaus,2292,Elberfeld-Mitte,"eine bauliche Einheit mit Obergrünewalder Straße 6, 8",77107864350♠30. Juni 1992
Obergrünewalder Straße 5,,Wohnhaus,2313,Elberfeld-Mitte,,77108887625♠09. Juli 1992
Obergrünewalder Straße 6,,Wohnhaus,2021,Elberfeld-Mitte,"eine bauliche Einheit mit Obergrünewalder Straße 4, 8",77093538500♠04. Feb. 1992
Obergrünewalder Straße 7,,Wohnhaus,1477,Elberfeld-Mitte,,76961722075♠27. Sep. 1988
Obergrünewalder Straße 7 a,,Wohnhaus,1478,Elberfeld-Mitte,,76961722075♠27. Sep. 1988
Obergrünewalder Straße 8,,Wohnhaus,2028,Elberfeld-Mitte,"eine bauliche Einheit mit Obergrünewalder Straße 4, 6",77093538500♠04. Feb. 1992
Obergrünewalder Straße 10,,Wohnhaus,372,Elberfeld-Mitte,,76827766075♠27. Mär. 1985
Obergrünewalder Straße 11,,Wohnhaus,1465,Elberfeld-Mitte,,76960977875♠19. Sep. 1988
Obergrünewalder Straße 11 a,,Wohnhaus,1466,Elberfeld-Mitte,,76960977875♠19. Sep. 1988
Obergrünewalder Straße 12,,Wohnhaus,2221,Elberfeld-Mitte,,77103399150♠14. Mai 1992
Obergrünewalder Straße 13,,Wohn- und Geschäftshaus,2293,Elberfeld-Mitte,,77107864350♠30. Juni 1992
Obergrünewalder Straße 15,,Wohn- und Geschäftshaus,293,Elberfeld-Mitte,,76822649700♠04. Feb. 1985
Obergrünewalder Straße 17,,Wohnhaus,677,Elberfeld-Mitte,,76853627025♠17. Dez. 1985
Obergrünewalder Straße 19,,Wohnhaus,2308,Elberfeld-Mitte,,77108887625♠09. Juli 1992
Osterfelder Straße 1,1849–1870,Wohnhaus,3427,Elberfeld-Mitte,eine bauliche Einheit mit Luisenstraße 59,77183679725♠13. Juni 1994
Osterfelder Straße 3,1880,Wohnhaus,4092,Elberfeld-Mitte,,77333356950♠22. Apr. 1998
Osterfelder Straße 5,1860,Wohnhaus,4093,Elberfeld-Mitte,,77333356950♠22. Apr. 1998
Osterfelder Straße 7,1860,Wohnhaus,4094,Elberfeld-Mitte,,77333356950♠22. Apr. 1998
Osterfelder Straße 8,,Wohnhaus,862,Elberfeld-Mitte,,76882650825♠09. Sep. 1986
Osterfelder Straße 10,,Wohnhaus,770,Elberfeld-Mitte,,76872045975♠23. Mai 1986
Osterfelder Straße 11,1828–1838,Wohnhaus,2042,Elberfeld-Mitte,,77094375725♠13. Feb. 1992
Osterfelder Straße 12,,Wohnhaus,1027,Elberfeld-Mitte,,76906372200♠08. Apr. 1987
Osterfelder Straße 14,1840,Wohnhaus,1500,Elberfeld-Mitte,,76965908200♠08. Nov. 1988
Osterfelder Straße 15,,Verwaltungsgebäude,2062,Elberfeld-Mitte,eine D-Nummer mit Auer Schulstraße 12,77095678075♠27. Feb. 1992
Platz am Kolk,,Kirche(Evangelische Kirche Am Kolk),33,Elberfeld-Mitte,,76796881775♠15. Juni 1984
Platz am Kolk 1,,Postgebäude,3292,Elberfeld-Mitte,"eine bauliche Einheit mit Morianstraße 5, Kipdorf 25",77172609750♠22. Feb. 1994
Schwanenstraße 35,,Museum(Von der Heydt-Museum),197,Elberfeld-Mitte,eine bauliche Einheit mit Wall 11 und Burgstraße 4,76813719300♠04. Dez. 1984
Schwebebahnhof Landgericht,,Schwebebahn-Station(Schwebebahn-Station Landgericht),4035,Elberfeld-Mitte,Teil des Denkmals Gesamtanlage Schwebebahn mit der D-Nummer 4035,77298007450♠26. Mai 1997
Schwebebahnhof Ohligsmühle,,Schwebebahn-Station(Schwebebahn-Station Ohligsmühle),4035,Elberfeld-Mitte,Teil des Denkmals Gesamtanlage Schwebebahn mit der D-Nummer 4035,77298007450♠26. Mai 1997
Sophienstraße,,Kirche(Evangelische Sophienkirche),36,Elberfeld-Mitte,,76798742275♠03. Juli 1984
Sophienstraße 1,1849–1870,Wohnhaus,2119,Elberfeld-Mitte,eine D-Nummer mit Luisenstraße 91,77158190875♠27. Okt. 1993
Sophienstraße 3,1865/1903,Wohn- und Geschäftshaus,3433,Elberfeld-Mitte,,77184423925♠21. Juni 1994
Sophienstraße 3 a,1865/1903,Wohn- und Geschäftshaus,3434,Elberfeld-Mitte,,77184423925♠21. Juni 1994
Sophienstraße 4,,Wohnhaus,1446,Elberfeld-Mitte,eine D-Nummer mit Sophienstraße 6,76959303425♠01. Sep. 1988
Sophienstraße 5 a,1882,Wohnhaus,3352,Elberfeld-Mitte,,77177167975♠07. Apr. 1994
Sophienstraße 6,,Wohnhaus,1446,Elberfeld-Mitte,eine D-Nummer mit Sophienstraße 4,76959303425♠01. Sep. 1988
Sophienstraße 8,,Wohnhaus,1173,Elberfeld-Mitte,,76926279550♠30. Okt. 1987
Sophienstraße 9,,Wohn- und Geschäftshaus,1754,Elberfeld-Mitte,,77026095375♠15. Mai 1990
Sophienstraße 10,1886–1895,Wohnhaus,3176,Elberfeld-Mitte,,77159493225♠09. Nov. 1993
Sophienstraße 11,1844,Wohnhaus,1721,Elberfeld-Mitte,,77020699925♠21. Mär. 1990
Sophienstraße 12,1886–1895/1953,Wohn- und Geschäftshaus,3280,Elberfeld-Mitte,,77171865550♠14. Feb. 1994
Sophienstraße 13,,Wohn- und Geschäftshaus,1,Elberfeld-Mitte,,76789253725♠29. Mär. 1984
Sophienstraße 14,1886–1895/1947,Wohnhaus,3281,Elberfeld-Mitte,,77171865550♠14. Feb. 1994
Sophienstraße 15,,Wohn- und Geschäftshaus,1696,Elberfeld-Mitte,,77015211450♠26. Jan. 1990
Sophienstraße 22,1838–1846/1899,Wohn- und Geschäftshaus,3353,Elberfeld-Mitte,,77177167975♠07. Apr. 1994
Sophienstraße 26,,Wohn- und Geschäftshaus,1433,Elberfeld-Mitte,,76957256875♠11. Aug. 1988
Südstraße 17,,Wohnhaus,1973,Elberfeld-Mitte,eine D-Nummer mit Südstraße 19,77085259275♠11. Dez. 1991
Südstraße 19,,Wohnhaus,1973,Elberfeld-Mitte,eine D-Nummer mit Südstraße 17,77085259275♠11. Dez. 1991
Südstraße 29,,Badeanstalt(Schwimmoper),3748,Elberfeld-Mitte,,77232052725♠21. Sep. 1995
Tannenbergstraße 27,,Wohnhaus,3341,Elberfeld-Mitte,,77176423775♠31. Mär. 1994
Tannenbergstraße 29,,Wohnhaus,1538,Elberfeld-Mitte,,76980792200♠08. Mär. 1989
Turmhof 8,,"Rathaus, Museum(Von-der-Heydt-Museum, Altes Elberfelder Rathaus)",195,Elberfeld-Mitte,,76813068125♠29. Nov. 1984
Untergrünewalder Straße 2,1874,Wohnhaus,4059,Elberfeld-Mitte,Eckgebäude (Untergrünewalder Straße / Luisenstraße),77300798200♠24. Juni 1997
Untergrünewalder Straße 3,1900,Wohn- und Geschäftshaus,3237,Elberfeld-Mitte,eine D-Nummer mit Luisenstraße 81,77163214225♠17. Dez. 1993
Untergrünewalder Straße 4,1860,Wohnhaus,3311,Elberfeld-Mitte,,77174191175♠07. Mär. 1994
Untergrünewalder Straße 5,,Wohnhaus,1758,Elberfeld-Mitte,,77026746550♠22. Mai 1990
Untergrünewalder Straße 6,1870–1880,Wohnhaus,2186,Elberfeld-Mitte,,77290937550♠14. Mär. 1997
Untergrünewalder Straße 7,,Wohnhaus,1718,Elberfeld-Mitte,eine D-Nummer mit Untergrünewalder Straße 9,77020141775♠15. Mär. 1990
Untergrünewalder Straße 9,,Wohnhaus,1718,Elberfeld-Mitte,eine D-Nummer mit Untergrünewalder Straße 7,77020141775♠15. Mär. 1990
Untergrünewalder Straße 10,1870–1880,Wohnhaus,4061,Elberfeld-Mitte,,77300798200♠24. Juni 1997
Untergrünewalder Straße 11 b,,Wohnhaus,1496,Elberfeld-Mitte,,76965536100♠04. Nov. 1988
Untergrünewalder Straße 11 a,,Wohn- und Geschäftshaus,1756,Elberfeld-Mitte,,77026746550♠22. Mai 1990
Untergrünewalder Straße 12,1770–1820,Wohnhaus,1802,Elberfeld-Mitte,,77034839725♠13. Aug. 1990
Wall 11,,Museum(Von der Heydt-Museum),197,Elberfeld-Mitte,eine bauliche Einheit mit Schwanenstraße 35 und Burgstraße 4,76813719300♠04. Dez. 1984
Wall 17,,Ladenlokal(Hausfelder),197,Elberfeld-Mitte,Von der Heydt Museum – Eckladenlokal Hausfelder,76813719300♠04. Dez. 1984
Wall 26,,Wohnhaus,3605,Elberfeld-Mitte,,77199959100♠28. Nov. 1994
Wall 32,,Wohn- Geschäftshaus,4204,Elberfeld-Mitte,,77199959100♠28. Nov. 1994
Wesendonkstraße 12,,Geschäftshaus,186,Elberfeld-Mitte,"eine bauliche Einheit mit Hofaue 54, siehe Textilfabrik Uhlhorn & Klussmann",76811579725♠13. Nov. 1984
Wesendonkstraße 14,,Fabrikgebäude,358,Elberfeld-Mitte,eine bauliche Einheit mit Hofaue 67,76825998600♠08. Mär. 1985
Willy-Brandt-Platz 10,,Verwaltungsgebäude(Gesundheitsamt),1862,Elberfeld-Mitte,siehe AOK-Gebäude,77054374975♠31. Jan. 1991
(Tunnel Dorrenberg),,Dorrenberg-Tunnel(Rheinische Bahnstrecke),2421,Nordstadt,Bestandteil der Rheinischen Bahnstrecke,77114934250♠10. Sep. 1992
Albrechtstraße 21,,Wohn- und Geschäftshaus,1578,Nordstadt,,76984327150♠14. Apr. 1989
Alemannenstraße 35,1909,Wohnhaus,3166,Nordstadt,,77159493225♠09. Nov. 1993
Alemannenstraße 37,,Wohnhaus,3134,Nordstadt,,77154935000♠24. Sep. 1993
Alemannenstraße 40,,Pfarr- und Gemeindehaus(Urzelle der Kirchlichen Hochschule),3145,Nordstadt,eine D-Nummer mit Alemannenstraße 42,77157074575♠15. Okt. 1993
Alemannenstraße 41,,Wohnhaus,2427,Nordstadt,,77115399375♠15. Sep. 1992
Alemannenstraße 42,,Pfarr- und Gemeindehaus(Urzelle der Kirchlichen Hochschule),3145,Nordstadt,eine D-Nummer mit Alemannenstraße 40,77157074575♠15. Okt. 1993
Am Kasinogarten 1,,Wohnhaus,713,Nordstadt,,76862929525♠21. Feb. 1986
Am Kasinogarten 5,,Wohnhaus,1120,Nordstadt,,76920884100♠04. Sep. 1987
Am Kasinogarten 9,,Wohnhaus,4201,Nordstadt,,77525732650♠10. Apr. 2003
Bandstraße 31,,Wohnhaus,754,Nordstadt,,76869255225♠25. Apr. 1986
Bandstraße 34,,Wohnhaus,404,Nordstadt,,76829626575♠15. Apr. 1985
Bandstraße 35,,Wohn- und Geschäftshaus,2354,Nordstadt,,77111492325♠05. Aug. 1992
Bandstraße 36,,Wohnhaus,3048,Nordstadt,,77150190725♠05. Aug. 1993
Bandstraße 37,,Wohn- und Geschäftshaus,1798,Nordstadt,,77032235025♠17. Juli 1990
Bandstraße 38,,Wohn- und Geschäftshaus,1417,Nordstadt,,76953349825♠01. Juli 1988
Bandstraße 39,,Wohnhaus,3039,Nordstadt,,77149911650♠02. Aug. 1993
Bandstraße 40,,Wohnhaus,5,Nordstadt,,76789718850♠02. Apr. 1984
Bandstraße 41,,Wohn- und Geschäftshaus,3033,Nordstadt,,77149911650♠02. Aug. 1993
